record_id,question_id,decision,reason_codes,confidence,evidence_basis,status
pubmed:18272627,HRS4_LIVER_DISEASE,uncertain,insufficient_abstract,low,title_only,ok
pubmed:18274956,HRS4_LIVER_DISEASE,retain,exposure|outcome,medium,abstract,ok
pubmed:18318821,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:18327867,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:18376362,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:18377795,HRS4_LIVER_DISEASE,deprioritize,exposure|off_topic,medium,abstract,ok
pubmed:18403950,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:18408456,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:18452122,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:18537660,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:18550201,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:18571274,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:18580499,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:18679001,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:18714667,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:18783691,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:18813027,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:18838736,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:18841189,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:18955056,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:18989142,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:18991516,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19010564,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19010650,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19032721,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:19038698,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19058338,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19124889,HRS4_LIVER_DISEASE,deprioritize,population|outcome|off_topic,medium,abstract,ok
pubmed:19150236,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:19157382,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19159172,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19192130,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19238093,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19303273,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19339903,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19404202,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19452589,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19465104,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:19498316,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19505188,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:19521547,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:19533803,HRS4_LIVER_DISEASE,deprioritize,exposure|off_topic,medium,abstract,ok
pubmed:19586731,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19615308,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:19638084,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19680221,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19779363,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19781876,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:19826967,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:19826968,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:19826971,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:19865579,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19884634,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:19925744,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20014183,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20102976,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:20104221,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20112250,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|outcome,medium,abstract,ok
pubmed:20121691,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:20186054,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:20191055,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20216279,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20332334,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20333973,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:20400915,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20423219,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20506691,HRS4_LIVER_DISEASE,retain,exposure|outcome,low,abstract,ok
pubmed:20564545,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:20564754,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:20573093,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:20586134,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20587764,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20630022,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:20690409,HRS4_LIVER_DISEASE,retain,exposure|insufficient_abstract,low,title_only,ok
pubmed:20691383,HRS4_LIVER_DISEASE,deprioritize,exposure|off_topic,medium,abstract,ok
pubmed:20720265,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal,high,abstract,ok
pubmed:20821822,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:20827114,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:20831679,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20856101,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20861797,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20937576,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:21046988,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:21081732,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:21112196,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:21174361,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:21198946,HRS4_LIVER_DISEASE,deprioritize,exposure|off_topic,high,abstract,ok
pubmed:21222373,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:21228727,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:21334992,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:21391842,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:21416745,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:21457433,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:21499580,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:21501038,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:21507780,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:21520191,HRS4_LIVER_DISEASE,uncertain,exposure|insufficient_abstract,low,title_only,ok
pubmed:21540101,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:21563361,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:21587150,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:21605584,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:21658156,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:21677326,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:21704188,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:21727224,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:21745293,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:21751292,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:21779107,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:21807932,HRS4_LIVER_DISEASE,deprioritize,animal_term_present,medium,abstract,ok
pubmed:21867653,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:21867654,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:21879526,HRS4_LIVER_DISEASE,retain,exposure|outcome,medium,abstract,ok
pubmed:21951116,HRS4_LIVER_DISEASE,uncertain,exposure|insufficient_abstract,low,title_only,ok
pubmed:21953288,HRS4_LIVER_DISEASE,deprioritize,population|off_topic,medium,abstract,ok
pubmed:22014735,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:22120862,HRS4_LIVER_DISEASE,retain,exposure|outcome,medium,abstract,ok
pubmed:22189691,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:22228296,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:22293208,HRS4_LIVER_DISEASE,deprioritize,population|off_topic,high,abstract,ok
pubmed:22294306,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:22295888,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:22304375,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:22312273,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:22313878,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:22345346,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:22378810,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:22407600,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:22438173,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:22475136,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:22477279,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:22540904,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:22571268,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:22688507,HRS4_LIVER_DISEASE,uncertain,exposure|insufficient_abstract,low,title_only,ok
pubmed:22700641,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:22711078,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:22711083,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:22711101,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:22733303,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:22734251,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:22751194,HRS4_LIVER_DISEASE,uncertain,insufficient_abstract,low,title_only,ok
pubmed:22789967,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:22809474,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:22831551,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:22878995,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:22897137,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:22898065,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:22928722,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:22940254,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:22943726,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:23065568,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:23091804,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:23092866,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,medium,abstract,ok
pubmed:23101983,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:23108213,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:23108215,HRS4_LIVER_DISEASE,retain,exposure|insufficient_abstract,low,title_only,ok
pubmed:23121117,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:23221715,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:23239775,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:23257938,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:23277154,HRS4_LIVER_DISEASE,retain,exposure|outcome,low,abstract,ok
pubmed:23293189,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:23361353,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:23391366,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:23419359,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:23433055,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:23458441,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:23458533,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:23458534,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:23469602,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:23510966,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:23569745,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:23618528,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:23623967,HRS4_LIVER_DISEASE,uncertain,exposure|insufficient_abstract,low,title_only,ok
pubmed:23624001,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:23625293,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:23704820,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:23742226,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:23750872,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:23757319,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:23758691,HRS4_LIVER_DISEASE,deprioritize,exposure|off_topic,medium,abstract,ok
pubmed:23821313,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:23851411,HRS4_LIVER_DISEASE,retain,exposure|outcome,medium,abstract,ok
pubmed:23855299,HRS4_LIVER_DISEASE,deprioritize,exposure|off_topic,medium,abstract,ok
pubmed:23892757,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:23924877,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:23964154,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:23983444,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:23995915,HRS4_LIVER_DISEASE,retain,exposure|outcome,low,abstract,ok
pubmed:24081297,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:24083935,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:24099018,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:24099027,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:24140589,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:24182989,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:24193065,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:24217902,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:24227554,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:24316315,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:24366059,HRS4_LIVER_DISEASE,deprioritize,population|off_topic,high,abstract,ok
pubmed:24388027,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:24427969,HRS4_LIVER_DISEASE,retain,exposure|insufficient_abstract,low,title_only,ok
pubmed:24456360,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:24470142,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:24483102,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:24520780,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:24570131,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:24572451,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:24627311,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,low,abstract,ok
pubmed:24633115,HRS4_LIVER_DISEASE,retain,exposure|insufficient_abstract,low,title_only,ok
pubmed:24650230,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:24657312,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:24661785,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:24679099,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:24689808,HRS4_LIVER_DISEASE,deprioritize,population|off_topic,high,abstract,ok
pubmed:24693886,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:24725925,HRS4_LIVER_DISEASE,retain,exposure|outcome,low,abstract,ok
pubmed:24761695,HRS4_LIVER_DISEASE,retain,exposure|insufficient_abstract,low,title_only,ok
pubmed:24828027,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:24844799,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:24862489,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:24867504,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:24879976,HRS4_LIVER_DISEASE,uncertain,insufficient_abstract,low,title_only,ok
pubmed:24879982,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:24915453,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:24916713,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:24933018,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:24935270,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:24969520,HRS4_LIVER_DISEASE,deprioritize,animal_term_present,medium,abstract,ok
pubmed:25043597,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:25048610,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:25059038,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:25089364,HRS4_LIVER_DISEASE,deprioritize,population|off_topic,high,abstract,ok
pubmed:25091255,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:25096265,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:25103314,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:2513032,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:25167337,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:25202144,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:25242078,HRS4_LIVER_DISEASE,deprioritize,animal_term_present,medium,abstract,ok
pubmed:25280007,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:25356040,HRS4_LIVER_DISEASE,retain,exposure|outcome,low,abstract,ok
pubmed:25371567,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:25371570,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:25391087,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:25412679,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:25417766,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:25435714,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:25450083,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:25450583,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:25495794,HRS4_LIVER_DISEASE,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:25500423,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:25512112,HRS4_LIVER_DISEASE,retain,exposure|outcome,medium,abstract,ok
pubmed:25536637,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:25544415,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:25546878,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:25573494,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:25579757,HRS4_LIVER_DISEASE,retain,exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:25618544,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,medium,abstract,ok
pubmed:25668233,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:25680499,HRS4_LIVER_DISEASE,retain,population|exposure|outcome,high,abstract,ok
pubmed:2571536,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:25733099,HRS4_LIVER_DISEASE,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:25743713,HRS4_LIVER_DISEASE,uncertain,insufficient_abstract,low,title_only,ok
