retrieval_id,record_id,question_id,search_run_id,database,pmid,raw_file,status
RET-A1-PUBMED-22745997,REC-PUBMED-22745997,A1,pubmed_a1_designpilot_20260710,PubMed,22745997,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-24991327,REC-PUBMED-24991327,A1,pubmed_a1_designpilot_20260710,PubMed,24991327,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22744711,REC-PUBMED-22744711,A1,pubmed_a1_designpilot_20260710,PubMed,22744711,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22742650,REC-PUBMED-22742650,A1,pubmed_a1_designpilot_20260710,PubMed,22742650,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22742649,REC-PUBMED-22742649,A1,pubmed_a1_designpilot_20260710,PubMed,22742649,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22740145,REC-PUBMED-22740145,A1,pubmed_a1_designpilot_20260710,PubMed,22740145,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22740012,REC-PUBMED-22740012,A1,pubmed_a1_designpilot_20260710,PubMed,22740012,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22738309,REC-PUBMED-22738309,A1,pubmed_a1_designpilot_20260710,PubMed,22738309,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22734794,REC-PUBMED-22734794,A1,pubmed_a1_designpilot_20260710,PubMed,22734794,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22734713,REC-PUBMED-22734713,A1,pubmed_a1_designpilot_20260710,PubMed,22734713,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22733833,REC-PUBMED-22733833,A1,pubmed_a1_designpilot_20260710,PubMed,22733833,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22732252,REC-PUBMED-22732252,A1,pubmed_a1_designpilot_20260710,PubMed,22732252,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22726885,REC-PUBMED-22726885,A1,pubmed_a1_designpilot_20260710,PubMed,22726885,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22718404,REC-PUBMED-22718404,A1,pubmed_a1_designpilot_20260710,PubMed,22718404,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22709744,REC-PUBMED-22709744,A1,pubmed_a1_designpilot_20260710,PubMed,22709744,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22708100,REC-PUBMED-22708100,A1,pubmed_a1_designpilot_20260710,PubMed,22708100,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22706657,REC-PUBMED-22706657,A1,pubmed_a1_designpilot_20260710,PubMed,22706657,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22698551,REC-PUBMED-22698551,A1,pubmed_a1_designpilot_20260710,PubMed,22698551,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22696936,REC-PUBMED-22696936,A1,pubmed_a1_designpilot_20260710,PubMed,22696936,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-28496748,REC-PUBMED-28496748,A1,pubmed_a1_designpilot_20260710,PubMed,28496748,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-28496746,REC-PUBMED-28496746,A1,pubmed_a1_designpilot_20260710,PubMed,28496746,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22693776,REC-PUBMED-22693776,A1,pubmed_a1_designpilot_20260710,PubMed,22693776,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22682126,REC-PUBMED-22682126,A1,pubmed_a1_designpilot_20260710,PubMed,22682126,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22682118,REC-PUBMED-22682118,A1,pubmed_a1_designpilot_20260710,PubMed,22682118,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22691670,REC-PUBMED-22691670,A1,pubmed_a1_designpilot_20260710,PubMed,22691670,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22690880,REC-PUBMED-22690880,A1,pubmed_a1_designpilot_20260710,PubMed,22690880,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22690484,REC-PUBMED-22690484,A1,pubmed_a1_designpilot_20260710,PubMed,22690484,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22689931,REC-PUBMED-22689931,A1,pubmed_a1_designpilot_20260710,PubMed,22689931,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22685854,REC-PUBMED-22685854,A1,pubmed_a1_designpilot_20260710,PubMed,22685854,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22684583,REC-PUBMED-22684583,A1,pubmed_a1_designpilot_20260710,PubMed,22684583,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22684209,REC-PUBMED-22684209,A1,pubmed_a1_designpilot_20260710,PubMed,22684209,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22684153,REC-PUBMED-22684153,A1,pubmed_a1_designpilot_20260710,PubMed,22684153,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22676192,REC-PUBMED-22676192,A1,pubmed_a1_designpilot_20260710,PubMed,22676192,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_037.xml,design_pilot_not_final_search
RET-A1-PUBMED-22674970,REC-PUBMED-22674970,A1,pubmed_a1_designpilot_20260710,PubMed,22674970,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22669799,REC-PUBMED-22669799,A1,pubmed_a1_designpilot_20260710,PubMed,22669799,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22668618,REC-PUBMED-22668618,A1,pubmed_a1_designpilot_20260710,PubMed,22668618,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22660688,REC-PUBMED-22660688,A1,pubmed_a1_designpilot_20260710,PubMed,22660688,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22651881,REC-PUBMED-22651881,A1,pubmed_a1_designpilot_20260710,PubMed,22651881,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22648513,REC-PUBMED-22648513,A1,pubmed_a1_designpilot_20260710,PubMed,22648513,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22648492,REC-PUBMED-22648492,A1,pubmed_a1_designpilot_20260710,PubMed,22648492,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22648491,REC-PUBMED-22648491,A1,pubmed_a1_designpilot_20260710,PubMed,22648491,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22648490,REC-PUBMED-22648490,A1,pubmed_a1_designpilot_20260710,PubMed,22648490,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22644720,REC-PUBMED-22644720,A1,pubmed_a1_designpilot_20260710,PubMed,22644720,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22644719,REC-PUBMED-22644719,A1,pubmed_a1_designpilot_20260710,PubMed,22644719,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22641973,REC-PUBMED-22641973,A1,pubmed_a1_designpilot_20260710,PubMed,22641973,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22635217,REC-PUBMED-22635217,A1,pubmed_a1_designpilot_20260710,PubMed,22635217,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22628450,REC-PUBMED-22628450,A1,pubmed_a1_designpilot_20260710,PubMed,22628450,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22616561,REC-PUBMED-22616561,A1,pubmed_a1_designpilot_20260710,PubMed,22616561,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22611046,REC-PUBMED-22611046,A1,pubmed_a1_designpilot_20260710,PubMed,22611046,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22610721,REC-PUBMED-22610721,A1,pubmed_a1_designpilot_20260710,PubMed,22610721,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22608466,REC-PUBMED-22608466,A1,pubmed_a1_designpilot_20260710,PubMed,22608466,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22607858,REC-PUBMED-22607858,A1,pubmed_a1_designpilot_20260710,PubMed,22607858,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22595815,REC-PUBMED-22595815,A1,pubmed_a1_designpilot_20260710,PubMed,22595815,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22592953,REC-PUBMED-22592953,A1,pubmed_a1_designpilot_20260710,PubMed,22592953,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22592842,REC-PUBMED-22592842,A1,pubmed_a1_designpilot_20260710,PubMed,22592842,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22578371,REC-PUBMED-22578371,A1,pubmed_a1_designpilot_20260710,PubMed,22578371,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22584941,REC-PUBMED-22584941,A1,pubmed_a1_designpilot_20260710,PubMed,22584941,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22579139,REC-PUBMED-22579139,A1,pubmed_a1_designpilot_20260710,PubMed,22579139,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22574644,REC-PUBMED-22574644,A1,pubmed_a1_designpilot_20260710,PubMed,22574644,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22573171,REC-PUBMED-22573171,A1,pubmed_a1_designpilot_20260710,PubMed,22573171,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22571356,REC-PUBMED-22571356,A1,pubmed_a1_designpilot_20260710,PubMed,22571356,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22570582,REC-PUBMED-22570582,A1,pubmed_a1_designpilot_20260710,PubMed,22570582,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22565860,REC-PUBMED-22565860,A1,pubmed_a1_designpilot_20260710,PubMed,22565860,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22565619,REC-PUBMED-22565619,A1,pubmed_a1_designpilot_20260710,PubMed,22565619,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22565533,REC-PUBMED-22565533,A1,pubmed_a1_designpilot_20260710,PubMed,22565533,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22564124,REC-PUBMED-22564124,A1,pubmed_a1_designpilot_20260710,PubMed,22564124,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22564122,REC-PUBMED-22564122,A1,pubmed_a1_designpilot_20260710,PubMed,22564122,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22551976,REC-PUBMED-22551976,A1,pubmed_a1_designpilot_20260710,PubMed,22551976,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22549502,REC-PUBMED-22549502,A1,pubmed_a1_designpilot_20260710,PubMed,22549502,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22547173,REC-PUBMED-22547173,A1,pubmed_a1_designpilot_20260710,PubMed,22547173,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22545279,REC-PUBMED-22545279,A1,pubmed_a1_designpilot_20260710,PubMed,22545279,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22541031,REC-PUBMED-22541031,A1,pubmed_a1_designpilot_20260710,PubMed,22541031,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22541030,REC-PUBMED-22541030,A1,pubmed_a1_designpilot_20260710,PubMed,22541030,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22539099,REC-PUBMED-22539099,A1,pubmed_a1_designpilot_20260710,PubMed,22539099,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22539098,REC-PUBMED-22539098,A1,pubmed_a1_designpilot_20260710,PubMed,22539098,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22539097,REC-PUBMED-22539097,A1,pubmed_a1_designpilot_20260710,PubMed,22539097,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22539096,REC-PUBMED-22539096,A1,pubmed_a1_designpilot_20260710,PubMed,22539096,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22536678,REC-PUBMED-22536678,A1,pubmed_a1_designpilot_20260710,PubMed,22536678,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22536567,REC-PUBMED-22536567,A1,pubmed_a1_designpilot_20260710,PubMed,22536567,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22535516,REC-PUBMED-22535516,A1,pubmed_a1_designpilot_20260710,PubMed,22535516,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22533803,REC-PUBMED-22533803,A1,pubmed_a1_designpilot_20260710,PubMed,22533803,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22533680,REC-PUBMED-22533680,A1,pubmed_a1_designpilot_20260710,PubMed,22533680,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22528556,REC-PUBMED-22528556,A1,pubmed_a1_designpilot_20260710,PubMed,22528556,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22528326,REC-PUBMED-22528326,A1,pubmed_a1_designpilot_20260710,PubMed,22528326,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22528281,REC-PUBMED-22528281,A1,pubmed_a1_designpilot_20260710,PubMed,22528281,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22522851,REC-PUBMED-22522851,A1,pubmed_a1_designpilot_20260710,PubMed,22522851,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22520397,REC-PUBMED-22520397,A1,pubmed_a1_designpilot_20260710,PubMed,22520397,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22516728,REC-PUBMED-22516728,A1,pubmed_a1_designpilot_20260710,PubMed,22516728,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22516726,REC-PUBMED-22516726,A1,pubmed_a1_designpilot_20260710,PubMed,22516726,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22509878,REC-PUBMED-22509878,A1,pubmed_a1_designpilot_20260710,PubMed,22509878,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22499734,REC-PUBMED-22499734,A1,pubmed_a1_designpilot_20260710,PubMed,22499734,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22497820,REC-PUBMED-22497820,A1,pubmed_a1_designpilot_20260710,PubMed,22497820,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22497277,REC-PUBMED-22497277,A1,pubmed_a1_designpilot_20260710,PubMed,22497277,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22496694,REC-PUBMED-22496694,A1,pubmed_a1_designpilot_20260710,PubMed,22496694,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22495328,REC-PUBMED-22495328,A1,pubmed_a1_designpilot_20260710,PubMed,22495328,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22495138,REC-PUBMED-22495138,A1,pubmed_a1_designpilot_20260710,PubMed,22495138,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22494827,REC-PUBMED-22494827,A1,pubmed_a1_designpilot_20260710,PubMed,22494827,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22491734,REC-PUBMED-22491734,A1,pubmed_a1_designpilot_20260710,PubMed,22491734,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22489957,REC-PUBMED-22489957,A1,pubmed_a1_designpilot_20260710,PubMed,22489957,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22475258,REC-PUBMED-22475258,A1,pubmed_a1_designpilot_20260710,PubMed,22475258,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22473220,REC-PUBMED-22473220,A1,pubmed_a1_designpilot_20260710,PubMed,22473220,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22473219,REC-PUBMED-22473219,A1,pubmed_a1_designpilot_20260710,PubMed,22473219,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22467528,REC-PUBMED-22467528,A1,pubmed_a1_designpilot_20260710,PubMed,22467528,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22465061,REC-PUBMED-22465061,A1,pubmed_a1_designpilot_20260710,PubMed,22465061,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-24062894,REC-PUBMED-24062894,A1,pubmed_a1_designpilot_20260710,PubMed,24062894,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22458045,REC-PUBMED-22458045,A1,pubmed_a1_designpilot_20260710,PubMed,22458045,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22452616,REC-PUBMED-22452616,A1,pubmed_a1_designpilot_20260710,PubMed,22452616,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22452132,REC-PUBMED-22452132,A1,pubmed_a1_designpilot_20260710,PubMed,22452132,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22451852,REC-PUBMED-22451852,A1,pubmed_a1_designpilot_20260710,PubMed,22451852,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22450212,REC-PUBMED-22450212,A1,pubmed_a1_designpilot_20260710,PubMed,22450212,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22449293,REC-PUBMED-22449293,A1,pubmed_a1_designpilot_20260710,PubMed,22449293,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22447578,REC-PUBMED-22447578,A1,pubmed_a1_designpilot_20260710,PubMed,22447578,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22446690,REC-PUBMED-22446690,A1,pubmed_a1_designpilot_20260710,PubMed,22446690,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22443239,REC-PUBMED-22443239,A1,pubmed_a1_designpilot_20260710,PubMed,22443239,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22440950,REC-PUBMED-22440950,A1,pubmed_a1_designpilot_20260710,PubMed,22440950,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22437976,REC-PUBMED-22437976,A1,pubmed_a1_designpilot_20260710,PubMed,22437976,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22435901,REC-PUBMED-22435901,A1,pubmed_a1_designpilot_20260710,PubMed,22435901,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22433576,REC-PUBMED-22433576,A1,pubmed_a1_designpilot_20260710,PubMed,22433576,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22431891,REC-PUBMED-22431891,A1,pubmed_a1_designpilot_20260710,PubMed,22431891,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22424854,REC-PUBMED-22424854,A1,pubmed_a1_designpilot_20260710,PubMed,22424854,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22417716,REC-PUBMED-22417716,A1,pubmed_a1_designpilot_20260710,PubMed,22417716,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22417713,REC-PUBMED-22417713,A1,pubmed_a1_designpilot_20260710,PubMed,22417713,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22413717,REC-PUBMED-22413717,A1,pubmed_a1_designpilot_20260710,PubMed,22413717,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22413715,REC-PUBMED-22413715,A1,pubmed_a1_designpilot_20260710,PubMed,22413715,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22407747,REC-PUBMED-22407747,A1,pubmed_a1_designpilot_20260710,PubMed,22407747,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22401685,REC-PUBMED-22401685,A1,pubmed_a1_designpilot_20260710,PubMed,22401685,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22399304,REC-PUBMED-22399304,A1,pubmed_a1_designpilot_20260710,PubMed,22399304,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
RET-A1-PUBMED-22396699,REC-PUBMED-22396699,A1,pubmed_a1_designpilot_20260710,PubMed,22396699,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_038.xml,design_pilot_not_final_search
